Company Name,Location,Year,Month,Gross Floor Area (m²),Monthly Electricity Use (kWh),Electricity Use Intensity (kWh/m²),Operating Hours per Week,Number of Employees
EcoFuels Ltd.,"Toronto, ON",2023,June,14000,177870.56367432200,177.8705636743220,67,395
EcoFuels Ltd.,"Toronto, ON",2023,July,14000,178183.71607515700,178.18371607515700,67,395
EcoFuels Ltd.,"Toronto, ON",2023,August,14000,178496.86847599200,178.49686847599200,67,395
EcoFuels Ltd.,"Toronto, ON",2023,September,14000,178810.02087682700,178.8100208768270,67,395
EcoFuels Ltd.,"Toronto, ON",2023,October,14000,179123.1732776620,179.1231732776620,67,395
EcoFuels Ltd.,"Toronto, ON",2023,November,14000,179436.32567849700,179.43632567849700,67,395
EcoFuels Ltd.,"Toronto, ON",2023,December,14000,179749.47807933200,179.74947807933200,67,395
CityHealth Clinics,"Toronto, ON",2020,January,10000,180062.63048016700,180.062630480167,80,250
CityHealth Clinics,"Toronto, ON",2020,February,10000,180375.7828810020,180.3757828810020,80,250
CityHealth Clinics,"Toronto, ON",2020,March,10000,180688.93528183700,180.68893528183700,80,250
CityHealth Clinics,"Toronto, ON",2020,April,10000,181002.08768267200,181.00208768267200,80,250
CityHealth Clinics,"Toronto, ON",2020,May,10000,181315.24008350700,181.31524008350700,80,250
CityHealth Clinics,"Toronto, ON",2020,June,10000,181628.3924843420,181.62839248434200,80,250
CityHealth Clinics,"Toronto, ON",2020,July,10000,181941.54488517700,181.94154488517700,80,250
CityHealth Clinics,"Toronto, ON",2020,August,10000,182254.69728601300,182.25469728601300,80,250
CityHealth Clinics,"Toronto, ON",2020,September,10000,182567.8496868480,182.5678496868480,80,250
CityHealth Clinics,"Toronto, ON",2020,October,10000,182881.00208768300,182.88100208768300,80,250
CityHealth Clinics,"Toronto, ON",2020,November,10000,183194.15448851800,183.19415448851800,80,250
CityHealth Clinics,"Toronto, ON",2020,December,10000,183507.30688935300,183.50730688935300,80,250
CityHealth Clinics,"Toronto, ON",2021,January,10000,183820.4592901880,183.8204592901880,82,245
CityHealth Clinics,"Toronto, ON",2021,February,10000,184133.61169102300,184.13361169102300,82,245
CityHealth Clinics,"Toronto, ON",2021,March,10000,184446.76409185800,184.44676409185800,82,245
CityHealth Clinics,"Toronto, ON",2021,April,10000,184759.91649269300,184.7599164926930,82,245
CityHealth Clinics,"Toronto, ON",2021,May,10000,185073.0688935280,185.0730688935280,82,245
CityHealth Clinics,"Toronto, ON",2021,June,10000,185386.22129436300,185.38622129436300,82,245
CityHealth Clinics,"Toronto, ON",2021,July,10000,185699.37369519800,185.69937369519800,82,245
CityHealth Clinics,"Toronto, ON",2021,August,10000,186012.5260960330,186.0125260960330,82,245
CityHealth Clinics,"Toronto, ON",2021,September,10000,186325.67849686800,186.32567849686800,82,245
CityHealth Clinics,"Toronto, ON",2021,October,10000,186638.83089770400,186.63883089770400,82,245
CityHealth Clinics,"Toronto, ON",2021,November,10000,186951.98329853900,186.9519832985390,82,245
CityHealth Clinics,"Toronto, ON",2021,December,10000,187265.1356993740,187.2651356993740,82,245
CityHealth Clinics,"Toronto, ON",2022,January,10000,187578.28810020900,187.57828810020900,81,260
CityHealth Clinics,"Toronto, ON",2022,February,10000,187891.44050104400,187.89144050104400,81,260
CityHealth Clinics,"Toronto, ON",2022,March,10000,188204.59290187900,188.20459290187900,81,260
CityHealth Clinics,"Toronto, ON",2022,April,10000,188517.745302714,188.517745302714,81,260
CityHealth Clinics,"Toronto, ON",2022,May,10000,188830.89770354900,188.83089770354900,81,260
CityHealth Clinics,"Toronto, ON",2022,June,10000,189144.05010438400,189.14405010438400,81,260
CityHealth Clinics,"Toronto, ON",2022,July,10000,189457.2025052190,189.45720250521900,81,260
CityHealth Clinics,"Toronto, ON",2022,August,10000,189770.35490605400,189.77035490605400,81,260
CityHealth Clinics,"Toronto, ON",2022,September,10000,190083.50730688900,190.08350730688900,81,260
CityHealth Clinics,"Toronto, ON",2022,October,10000,190396.65970772400,190.39665970772400,81,260
CityHealth Clinics,"Toronto, ON",2022,November,10000,190709.8121085600,190.7098121085600,81,260
CityHealth Clinics,"Toronto, ON",2022,December,10000,191022.96450939500,191.02296450939500,81,260
CityHealth Clinics,"Toronto, ON",2023,January,10000,191336.11691023000,191.33611691023000,83,255
CityHealth Clinics,"Toronto, ON",2023,February,10000,191649.26931106500,191.64926931106500,83,255
CityHealth Clinics,"Toronto, ON",2023,March,10000,191962.4217119000,191.9624217119000,83,255
CityHealth Clinics,"Toronto, ON",2023,April,10000,192275.57411273500,192.27557411273500,83,255
CityHealth Clinics,"Toronto, ON",2023,May,10000,192588.72651357000,192.58872651357000,83,255
CityHealth Clinics,"Toronto, ON",2023,June,10000,192901.878914405,192.90187891440500,83,255
CityHealth Clinics,"Toronto, ON",2023,July,10000,193215.03131524000,193.21503131524000,83,255
CityHealth Clinics,"Toronto, ON",2023,August,10000,193528.18371607500,193.52818371607500,83,255
CityHealth Clinics,"Toronto, ON",2023,September,10000,193841.3361169100,193.8413361169100,83,255
CityHealth Clinics,"Toronto, ON",2023,October,10000,194154.4885177450,194.1544885177450,83,255
CityHealth Clinics,"Toronto, ON",2023,November,10000,194467.64091858000,194.46764091858000,83,255
CityHealth Clinics,"Toronto, ON",2023,December,10000,194780.79331941500,194.78079331941500,83,255
StudySpace Inc.,"Toronto, ON",2020,January,16000,195093.94572025100,195.09394572025100,70,500
StudySpace Inc.,"Toronto, ON",2020,February,16000,195407.0981210860,195.4070981210860,70,500
StudySpace Inc.,"Toronto, ON",2020,March,16000,195720.25052192100,195.72025052192100,70,500
StudySpace Inc.,"Toronto, ON",2020,April,16000,196033.40292275600,196.03340292275600,70,500
StudySpace Inc.,"Toronto, ON",2020,May,16000,196346.55532359100,196.34655532359100,70,500
StudySpace Inc.,"Toronto, ON",2020,June,16000,196659.70772442600,196.65970772442600,70,500
StudySpace Inc.,"Toronto, ON",2020,July,16000,196972.86012526100,196.97286012526100,70,500
StudySpace Inc.,"Toronto, ON",2020,August,16000,197286.01252609600,197.28601252609600,70,500
StudySpace Inc.,"Toronto, ON",2020,September,16000,197599.16492693100,197.5991649269310,70,500
StudySpace Inc.,"Toronto, ON",2020,October,16000,197912.31732776600,197.91231732776600,70,500
StudySpace Inc.,"Toronto, ON",2020,November,16000,198225.46972860100,198.22546972860100,70,500
StudySpace Inc.,"Toronto, ON",2020,December,16000,198538.62212943600,198.53862212943600,70,500
StudySpace Inc.,"Toronto, ON",2021,January,16000,198851.77453027100,198.8517745302710,72,520
StudySpace Inc.,"Toronto, ON",2021,February,16000,199164.92693110600,199.16492693110600,72,520
StudySpace Inc.,"Toronto, ON",2021,March,16000,199478.07933194200,199.47807933194200,72,520
StudySpace Inc.,"Toronto, ON",2021,April,16000,199791.23173277700,199.79123173277700,72,520
StudySpace Inc.,"Toronto, ON",2021,May,16000,200104.3841336120,200.1043841336120,72,520
StudySpace Inc.,"Toronto, ON",2021,June,16000,200417.53653444700,200.41753653444700,72,520
StudySpace Inc.,"Toronto, ON",2021,July,16000,200730.68893528200,200.73068893528200,72,520
StudySpace Inc.,"Toronto, ON",2021,August,16000,201043.84133611700,201.0438413361170,72,520
StudySpace Inc.,"Toronto, ON",2021,September,16000,201356.993736952,201.35699373695200,72,520
StudySpace Inc.,"Toronto, ON",2021,October,16000,201670.14613778700,201.67014613778700,72,520
StudySpace Inc.,"Toronto, ON",2021,November,16000,201983.29853862200,201.98329853862200,72,520
StudySpace Inc.,"Toronto, ON",2021,December,16000,202296.4509394570,202.2964509394570,72,520
StudySpace Inc.,"Toronto, ON",2022,January,16000,202609.6033402920,202.60960334029200,71,510
StudySpace Inc.,"Toronto, ON",2022,February,16000,202922.75574112700,202.92275574112700,71,510
StudySpace Inc.,"Toronto, ON",2022,March,16000,203235.90814196200,203.23590814196200,71,510
StudySpace Inc.,"Toronto, ON",2022,April,16000,203549.0605427980,203.5490605427980,71,510
StudySpace Inc.,"Toronto, ON",2022,May,16000,203862.21294363300,203.86221294363300,71,510
StudySpace Inc.,"Toronto, ON",2022,June,16000,204175.36534446800,204.17536534446800,71,510
StudySpace Inc.,"Toronto, ON",2022,July,16000,204488.5177453030,204.48851774530300,71,510
StudySpace Inc.,"Toronto, ON",2022,August,16000,204801.6701461380,204.80167014613800,71,510
StudySpace Inc.,"Toronto, ON",2022,September,16000,205114.82254697300,205.11482254697300,71,510
StudySpace Inc.,"Toronto, ON",2022,October,16000,205427.97494780800,205.42797494780800,71,510
StudySpace Inc.,"Toronto, ON",2022,November,16000,205741.127348643,205.741127348643,71,510
StudySpace Inc.,"Toronto, ON",2022,December,16000,206054.2797494780,206.05427974947800,71,510
StudySpace Inc.,"Toronto, ON",2023,January,16000,206367.43215031300,206.36743215031300,74,515
StudySpace Inc.,"Toronto, ON",2023,February,16000,206680.58455114800,206.68058455114800,74,515
StudySpace Inc.,"Toronto, ON",2023,March,16000,206993.7369519830,206.9937369519830,74,515
StudySpace Inc.,"Toronto, ON",2023,April,16000,207306.88935281800,207.30688935281800,74,515
StudySpace Inc.,"Toronto, ON",2023,May,16000,207620.04175365300,207.62004175365300,74,515
StudySpace Inc.,"Toronto, ON",2023,June,16000,207933.1941544890,207.93319415448900,74,515
StudySpace Inc.,"Toronto, ON",2023,July,16000,208246.3465553240,208.24634655532400,74,515
StudySpace Inc.,"Toronto, ON",2023,August,16000,208559.49895615900,208.55949895615900,74,515
StudySpace Inc.,"Toronto, ON",2023,September,16000,208872.65135699400,208.87265135699400,74,515
StudySpace Inc.,"Toronto, ON",2023,October,16000,209185.8037578290,209.1858037578290,74,515
StudySpace Inc.,"Toronto, ON",2023,November,16000,209498.9561586640,209.49895615866400,74,515
StudySpace Inc.,"Toronto, ON",2023,December,16000,209812.10855949900,209.81210855949900,74,515
FinSafe Group,"Toronto, ON",2020,January,8000,210125.26096033400,210.12526096033400,55,180
FinSafe Group,"Toronto, ON",2020,February,8000,210438.4133611690,210.4384133611690,55,180
FinSafe Group,"Toronto, ON",2020,March,8000,210751.56576200400,210.7515657620040,55,180
FinSafe Group,"Toronto, ON",2020,April,8000,211064.71816283900,211.06471816283900,55,180
FinSafe Group,"Toronto, ON",2020,May,8000,211377.8705636740,211.37787056367400,55,180
FinSafe Group,"Toronto, ON",2020,June,8000,211691.0229645090,211.6910229645090,55,180
FinSafe Group,"Toronto, ON",2020,July,8000,212004.17536534400,212.00417536534400,55,180
FinSafe Group,"Toronto, ON",2020,August,8000,212317.32776618000,212.31732776618000,55,180
FinSafe Group,"Toronto, ON",2020,September,8000,212630.4801670150,212.6304801670150,55,180
FinSafe Group,"Toronto, ON",2020,October,8000,212943.63256785000,212.94363256785000,55,180
FinSafe Group,"Toronto, ON",2020,November,8000,213256.78496868500,213.25678496868500,55,180
FinSafe Group,"Toronto, ON",2020,December,8000,213569.93736952000,213.56993736952000,55,180
FinSafe Group,"Toronto, ON",2021,January,8000,213883.0897703550,213.8830897703550,57,185
FinSafe Group,"Toronto, ON",2021,February,8000,214196.24217119000,214.19624217119000,57,185
FinSafe Group,"Toronto, ON",2021,March,8000,214509.39457202500,214.50939457202500,57,185
FinSafe Group,"Toronto, ON",2021,April,8000,214822.54697286000,214.82254697286000,57,185
FinSafe Group,"Toronto, ON",2021,May,8000,215135.69937369500,215.13569937369500,57,185
FinSafe Group,"Toronto, ON",2021,June,8000,215448.85177453000,215.44885177453000,57,185
FinSafe Group,"Toronto, ON",2021,July,8000,215762.00417536500,215.76200417536500,57,185
FinSafe Group,"Toronto, ON",2021,August,8000,216075.15657620000,216.0751565762000,57,185
FinSafe Group,"Toronto, ON",2021,September,8000,216388.3089770360,216.38830897703500,57,185
FinSafe Group,"Toronto, ON",2021,October,8000,216701.46137787100,216.70146137787100,57,185
FinSafe Group,"Toronto, ON",2021,November,8000,217014.61377870600,217.01461377870600,57,185
FinSafe Group,"Toronto, ON",2021,December,8000,217327.76617954100,217.3277661795410,57,185
FinSafe Group,"Toronto, ON",2022,January,8000,217640.9185803760,217.6409185803760,56,182
FinSafe Group,"Toronto, ON",2022,February,8000,217954.07098121100,217.95407098121100,56,182
FinSafe Group,"Toronto, ON",2022,March,8000,218267.22338204600,218.26722338204600,56,182
FinSafe Group,"Toronto, ON",2022,April,8000,218580.375782881,218.580375782881,56,182
FinSafe Group,"Toronto, ON",2022,May,8000,218893.52818371600,218.89352818371600,56,182
FinSafe Group,"Toronto, ON",2022,June,8000,219206.68058455100,219.20668058455100,56,182
FinSafe Group,"Toronto, ON",2022,July,8000,219519.83298538600,219.51983298538600,56,182
FinSafe Group,"Toronto, ON",2022,August,8000,219832.9853862210,219.8329853862210,56,182
FinSafe Group,"Toronto, ON",2022,September,8000,220146.1377870560,220.14613778705600,56,182
FinSafe Group,"Toronto, ON",2022,October,8000,220459.29018789100,220.45929018789100,56,182
FinSafe Group,"Toronto, ON",2022,November,8000,220772.44258872700,220.7724425887270,56,182
FinSafe Group,"Toronto, ON",2022,December,8000,221085.5949895620,221.08559498956200,56,182
FinSafe Group,"Toronto, ON",2023,January,8000,221398.74739039700,221.39874739039700,55,190
FinSafe Group,"Toronto, ON",2023,February,8000,221711.89979123200,221.71189979123200,55,190
FinSafe Group,"Toronto, ON",2023,March,8000,222025.0521920670,222.02505219206700,55,190
FinSafe Group,"Toronto, ON",2023,April,8000,222338.20459290200,222.3382045929020,55,190
FinSafe Group,"Toronto, ON",2023,May,8000,222651.35699373700,222.65135699373700,55,190
FinSafe Group,"Toronto, ON",2023,June,8000,222964.50939457200,222.96450939457200,55,190
FinSafe Group,"Toronto, ON",2023,July,8000,223277.6617954070,223.27766179540700,55,190
FinSafe Group,"Toronto, ON",2023,August,8000,223590.8141962420,223.59081419624200,55,190
FinSafe Group,"Toronto, ON",2023,September,8000,223903.96659707700,223.90396659707700,55,190
FinSafe Group,"Toronto, ON",2023,October,8000,224217.11899791200,224.21711899791200,55,190
FinSafe Group,"Toronto, ON",2023,November,8000,224530.2713987470,224.5302713987470,55,190
FinSafe Group,"Toronto, ON",2023,December,8000,224843.42379958200,224.84342379958200,55,190
GlobalMart Superstore,"Toronto, ON",2020,January,30000,225156.57620041800,225.15657620041800,90,600
GlobalMart Superstore,"Toronto, ON",2020,February,30000,225469.7286012530,225.4697286012530,90,600
GlobalMart Superstore,"Toronto, ON",2020,March,30000,225782.88100208800,225.78288100208800,90,600
GlobalMart Superstore,"Toronto, ON",2020,April,30000,226096.03340292300,226.09603340292300,90,600
GlobalMart Superstore,"Toronto, ON",2020,May,30000,226409.18580375800,226.40918580375800,90,600
GlobalMart Superstore,"Toronto, ON",2020,June,30000,226722.3382045930,226.72233820459300,90,600
GlobalMart Superstore,"Toronto, ON",2020,July,30000,227035.49060542800,227.03549060542800,90,600
GlobalMart Superstore,"Toronto, ON",2020,August,30000,227348.64300626300,227.34864300626300,90,600
GlobalMart Superstore,"Toronto, ON",2020,September,30000,227661.79540709800,227.6617954070980,90,600
GlobalMart Superstore,"Toronto, ON",2020,October,30000,227974.9478079330,227.97494780793300,90,600
GlobalMart Superstore,"Toronto, ON",2020,November,30000,228288.10020876800,228.28810020876800,90,600
GlobalMart Superstore,"Toronto, ON",2020,December,30000,228601.25260960300,228.60125260960300,90,600
GlobalMart Superstore,"Toronto, ON",2021,January,30000,228914.4050104380,228.91440501043800,92,590
GlobalMart Superstore,"Toronto, ON",2021,February,30000,229227.55741127300,229.2275574112740,92,590
GlobalMart Superstore,"Toronto, ON",2021,March,30000,229540.70981210900,229.54070981210900,92,590
GlobalMart Superstore,"Toronto, ON",2021,April,30000,229853.86221294400,229.85386221294400,92,590
GlobalMart Superstore,"Toronto, ON",2021,May,30000,230167.0146137790,230.1670146137790,92,590
GlobalMart Superstore,"Toronto, ON",2021,June,30000,230480.16701461400,230.48016701461400,92,590
GlobalMart Superstore,"Toronto, ON",2021,July,30000,230793.31941544900,230.79331941544900,92,590
GlobalMart Superstore,"Toronto, ON",2021,August,30000,231106.47181628400,231.10647181628400,92,590
GlobalMart Superstore,"Toronto, ON",2021,September,30000,231419.624217119,231.419624217119,92,590
GlobalMart Superstore,"Toronto, ON",2021,October,30000,231732.77661795400,231.73277661795400,92,590
GlobalMart Superstore,"Toronto, ON",2021,November,30000,232045.92901878900,232.04592901878900,92,590
GlobalMart Superstore,"Toronto, ON",2021,December,30000,232359.0814196240,232.3590814196240,92,590
GlobalMart Superstore,"Toronto, ON",2022,January,30000,232672.23382045900,232.67223382045900,91,605
GlobalMart Superstore,"Toronto, ON",2022,February,30000,232985.38622129400,232.98538622129400,91,605
GlobalMart Superstore,"Toronto, ON",2022,March,30000,233298.53862212900,233.29853862212900,91,605
GlobalMart Superstore,"Toronto, ON",2022,April,30000,233611.69102296500,233.61169102296500,91,605
GlobalMart Superstore,"Toronto, ON",2022,May,30000,233924.84342380000,233.9248434238000,91,605
GlobalMart Superstore,"Toronto, ON",2022,June,30000,234237.99582463500,234.23799582463500,91,605
GlobalMart Superstore,"Toronto, ON",2022,July,30000,234551.14822547000,234.55114822547000,91,605
GlobalMart Superstore,"Toronto, ON",2022,August,30000,234864.30062630500,234.86430062630500,91,605
GlobalMart Superstore,"Toronto, ON",2022,September,30000,235177.45302714000,235.17745302714000,91,605
GlobalMart Superstore,"Toronto, ON",2022,October,30000,235490.60542797500,235.49060542797500,91,605
GlobalMart Superstore,"Toronto, ON",2022,November,30000,235803.75782881000,235.80375782881000,91,605
GlobalMart Superstore,"Toronto, ON",2022,December,30000,236116.9102296450,236.1169102296450,91,605
GlobalMart Superstore,"Toronto, ON",2023,January,30000,236430.06263048000,236.43006263048000,89,610
GlobalMart Superstore,"Toronto, ON",2023,February,30000,236743.21503131500,236.74321503131500,89,610
GlobalMart Superstore,"Toronto, ON",2023,March,30000,237056.36743215000,237.0563674321500,89,610
GlobalMart Superstore,"Toronto, ON",2023,April,30000,237369.5198329850,237.3695198329850,89,610
GlobalMart Superstore,"Toronto, ON",2023,May,30000,237682.67223382000,237.68267223382000,89,610
GlobalMart Superstore,"Toronto, ON",2023,June,30000,237995.82463465600,237.99582463465600,89,610
GlobalMart Superstore,"Toronto, ON",2023,July,30000,238308.97703549100,238.3089770354910,89,610
GlobalMart Superstore,"Toronto, ON",2023,August,30000,238622.1294363260,238.62212943632600,89,610
GlobalMart Superstore,"Toronto, ON",2023,September,30000,238935.28183716100,238.93528183716100,89,610
GlobalMart Superstore,"Toronto, ON",2023,October,30000,239248.43423799600,239.2484342379960,89,610
GlobalMart Superstore,"Toronto, ON",2023,November,30000,239561.5866388310,239.5615866388310,89,610
GlobalMart Superstore,"Toronto, ON",2023,December,30000,239874.73903966600,239.87473903966600,89,610
DriveOn Auto Parts,"Toronto, ON",2020,January,20000,240187.89144050100,240.18789144050100,100,450
DriveOn Auto Parts,"Toronto, ON",2020,February,20000,240501.04384133600,240.50104384133600,100,450
DriveOn Auto Parts,"Toronto, ON",2020,March,20000,240814.1962421710,240.8141962421710,100,450
DriveOn Auto Parts,"Toronto, ON",2020,April,20000,241127.34864300600,241.12734864300600,100,450
